;title;doi;abstract;url;publish_time;respuesta;score
133;Tele-Rehabilitation with Virtual Reality: A Case Report on the Simultaneous, Remote Training of Two Patients with Parkinson Disease.;10.1097/phm.0000000000001745;ABSTRACT Physical training in Parkinson disease improves motor performance, alleviates nonmotor symptoms, and enhances cognition and quality of life. Nonetheless, adherence to exercise is low and travel costs and time may limit participation and compliance. Training at home can help avoid these burdens and, as needed during the recent global pandemic (COVID-19), reinforce social distancing and reduce the risk of infection. However, training at home requires motivation and self-control and telerehabilitation is time-consuming for both patient and therapist. In recent years, there is growing use of virtual reality and exergaming to increase motivation and adherence for exercising with evidence of improvements in mobility and balance after using virtual reality in the clinic. Here, a novel telerehabilitation training program using a treadmill-virtual reality system for simultaneous training of two patients with Parkinson disease in their homes is described. Remote monitoring software enabled visual and auditory communication with the two patients, allowing the trainer to adapt the settings remotely and provide feedback. Participants received weekly training sessions over 1 yr. The findings show high adherence to training, increased walking duration throughout the sessions, and increased patient confidence, gait speed, and mobility. Training multiple participants simultaneously was feasible, enabling an individualized treatment approach while conserving therapist time.;"https://doi.org/10.1097/phm.0000000000001745; https://www.ncbi.nlm.nih.gov/pubmed/33819924/";01/05/2021;global pandemic;0.9247
134;A Study of Different Deposition Strategies in Direct Energy Deposition (DED) Processes;10.1016/j.promfg.2020.05.158;Abstract The stepover of adjacent deposition lines (or beads), when stacking layers to build a 3D-solid shape, is found to be of great importance to minimize voidage and so, improving density of parts produced by the Directed Energy Deposition (DED) process. During such process, in which the stacking of layers occurs, the complex thermal activity of metal deposition affects the part geometry, microstructure, physical and mechanical properties. The correlation between deposition path, bead stepover, and the direct effect on the part density, microstructure and geometry distortions are yet to be found in the literature. Therefore, the aim of this study is to evaluate the effect of deposition paths and bead stepover on the final part geometry form, microhardness and density. In order to do so, four deposition paths (linear, zigzag, chessboard and contour) and beads stepover of 0.44 mm and 0.55 mm were performed on the production of Stainless Steel 316L cubes by a 5-axis laser based DED BeAM Machine Magic800 with laser spot size of 0.80 mm. The paths shown considerable influence on the variation of both final part geometry and density. Contour (spiral-like) was the path, which produced workpieces with finer form and finishing, with density and microhardness closer to the conventional AISI 316L material. The bead stepover was also found to influence the surface finishing, as larger critical valleys between adjacent beads were noticed when using the higher stepover value.;"https://api.elsevier.com/content/article/pii/S2351978920316103; https://www.sciencedirect.com/science/article/pii/S2351978920316103";31/12/2020;Directed Energy Deposition;0.9902
135;Ventricular arrhythmias among patients with implantable cardioverter‐defibrillator during the COVID‐19 pandemic;10.1002/joa3.12518;"BACKGROUND: Coronavirus Disease‐2019 (COVID‐19) has been associated with myocardial injury and higher risk of arrhythmic complications. However, no reports are available about the effect of the ongoing pandemic on arrhythmias in patients at risk. OBJECTIVE: To describe the effect of COVID‐19 pandemic on arrhythmic burden among high‐risk patients. METHODS: This is a cross‐sectional study on the incidence of ventricular arrhythmia (VA) during the pandemic outbreak (study period), compared to the same timeframe in 2019 (reference period). Inclusion criteria were age (>18 years) and having an implantable cardiac defibrillator (ICD). RESULTS: Among 455 patients enrolled (mean age 64.9 ± 15.7 years; 25.1% females and 39.6% with CRTD), in the study period, 45 (9.9%) patients experienced a total of 86 VA; 8 patients (1.7%) required antitachycardia‐pacing (ATP) and 6 (1.3%) at least one shock. In the reference period, a total of 69 events occurred in 36 patients (7.9%). Six patients (1.3%) required ATP and three (0.7%) at least one shock. The number of patients that suffered from any arrhythmic events in the study period (9.9% vs 7.9%) did not significantly differ from the reference period (χ(2) = 1.09, P = .29). The main predictor of VA during the COVID‐19 pandemic was the previous history of any ICD therapy (OR = 3.84, P < .001). CONCLUSIONS: No evidence of an increase of arrhythmic burden was found during the COVID‐19 pandemic among patients with an ICD.";"https://www.ncbi.nlm.nih.gov/pubmed/33821178/; https://doi.org/10.1002/joa3.12518";16/02/2021;Coronavirus Disease‐2019;0.9732
136;Syrian medical, dental and pharmaceutical publication in the last decade: A bibliometric analysis;10.1016/j.amsu.2021.102441;BACKGROUND: Scientific research has an essential role in building up the basics of public health and clinical care. As a developing country, Syria has a limited contribution to scientific research. Besides, the current Syrian crisis has inflicted severe damage to the infrastructure of the country, which, in turn, negatively affected the scientific sphere. This study examines the scientific publishing in Syria from 2011 until 2020. It aims to define the real and deep reasons for the slow-down in publication to get over them, push Syria to keep track of the latest updates, and take its place in scientific research. METHODS: We conducted a bibliometric analysis of articles published in (PubMed and Scopus) Databases from 1/1/2011 until 26/12/2020, using the following search terms ((“Syrian Arab Republic”) OR (Syria) OR (Syrian)) limiting the search to (Affiliation) fields. RESULTS: Syrian medical, dental and pharmaceutical institutions published 1403 papers from 2011 until 2020. There were only 55 papers in 2011, and a peak with 180 papers in 2018. Besides, publications in the last 4 years were 1.135 times more than publications in the last 6 years. CONCLUSION: We noticed a peak in quantity of Syrian medical, dental and pharmaceutical publications in the last decade. Accordingly, we recommend enhancing research skills, paying more attention to the quality of researches, and holding research workshops and Evidence Based conferences to enhance the scientific endeavor.;"https://doi.org/10.1016/j.amsu.2021.102441; https://www.ncbi.nlm.nih.gov/pubmed/34123378/";26/05/2021;Scientific research;0.9468
137;University Students’ Perceived Peer Support and Experienced Depressive Symptoms during the COVID-19 Pandemic: The Mediating Role of Emotional Well-Being;10.3390/ijerph17249308;"The coronavirus (COVID-19) pandemic has adversely affected individuals’ mental health. Social isolation as a result of social distancing during the pandemic potentially affects the associations among perceived available peer support, emotional well-being, and depression in university students. The present study examined the associations among university students’ perceived available peer support, emotional well-being (as indicated negatively by loneliness and negative affects and positively by positive affects and hope), and depressive symptoms. During the third wave of the COVID-19 outbreak in July, 2020, 255 students at a public university in Hong Kong participated in an online-based survey that assessed their perceived available peer support, emotional well-being, and depressive symptoms. Results showed that perceived available peer support negatively contributed to depressive symptoms; both negative and positive indicators of emotional well-being mediated the association between perceived available peer support and depressive symptoms. Our results also suggested that university students showed signs of elevated depressive symptoms during the pandemic. Thus, our study advanced the theoretical understanding of university students’ mental health in the time of a global pandemic. Our study also highlighted the practical needs for preventive efforts and accessible care to support the psychological and emotional needs of young people during the COVID-19 pandemic.";"https://doi.org/10.3390/ijerph17249308; https://www.ncbi.nlm.nih.gov/pubmed/33322751/";12/12/2020;coronavirus;0.9685
138;Influence of the COVID‐19 pandemic on an emergency medical service (EMS) system: a population‐based, descriptive study in Osaka, Japan;10.1002/ams2.534;BACKGROUND: Novel coronavirus infection (COVID‐19) was confirmed in Wuhan, China in December 2019, and the COVID‐19 pandemic has spread around the world. However, no clinical studies on the impact of the COVID‐19 pandemic on EMS systems has been conducted worldwide. METHODS: This was a retrospective study with a study period from January 1, 2020 to April 14, 2020. We included the patients transported by ambulance for acute diseases and traffic accidents in Osaka City. The main outcome of this study was the difficulty in hospital acceptance. We calculated the rate of difficulty of hospital acceptance for each month for acute diseases and traffic accidents. RESULTS: Between January 1 to April 14, 2020, 36,981 patients were transported to hospitals by ambulance for acute diseases and 3096 patients for traffic accidents. There was no difference in the proportion of the difficulty in hospital acceptance due to traffic accidents between 2019 and 2020, but there was an increase in the proportion of the difficulty in hospital acceptance due to acute disease after the 13th week (March 25‐March 31) of 2020 compared to that of 2019. The OR in April was 2.17 (95% CI, 1.84‐2.58) for acute disease. CONCLUSION: We assessed the impact of the COVID‐19 pandemic on the EMS system in Osaka city, Japan and found that since April 2020, the EMS system in Osaka city has been facing difficulty in terms of hospital acceptance of patients transported to hospital for acute diseases.;"https://www.ncbi.nlm.nih.gov/pubmed/32685173/; https://doi.org/10.1002/ams2.534";08/06/2020;Novel coronavirus infection;0.9423
139;The Ubiquitination System within Bacterial Host–Pathogen Interactions;10.3390/microorganisms9030638;Ubiquitination of proteins, like phosphorylation and acetylation, is an important regulatory aspect influencing numerous and various cell processes, such as immune response signaling and autophagy. The study of ubiquitination has become essential to learning about host–pathogen interactions, and a better understanding of the detailed mechanisms through which pathogens affect ubiquitination processes in host cell will contribute to vaccine development and effective treatment of diseases. Pathogenic bacteria (e.g., Salmonella enterica, Legionella pneumophila and Shigella flexneri) encode many effector proteins, such as deubiquitinating enzymes (DUBs), targeting the host ubiquitin machinery and thus disrupting pertinent ubiquitin-dependent anti-bacterial response. We focus here upon the host ubiquitination system as an integral unit, its interconnection with the regulation of inflammation and autophagy, and primarily while examining pathogens manipulating the host ubiquitination system. Many bacterial effector proteins have already been described as being translocated into the host cell, where they directly regulate host defense processes. Due to their importance in pathogenic bacteria progression within the host, they are regarded as virulence factors essential for bacterial evasion. However, in some cases (e.g., Francisella tularensis) the host ubiquitination system is influenced by bacterial infection, although the responsible bacterial effectors are still unknown.;"https://www.ncbi.nlm.nih.gov/pubmed/33808578/; https://doi.org/10.3390/microorganisms9030638";19/03/2021;deubiquitinating enzymes;0.983
140;Impact of the COVID-19 pandemic on neuroimaging scan volumes at a teaching hospital.;10.1177/1971400920988664;BACKGROUND The COVID-19 pandemic led to a widespread socioeconomic shutdown, including medical facilities in many parts of the world. The purpose of this study was to assess the impact on neuroimaging utilisation at an academic medical centre in the United States caused by this shutdown. METHODS Exam volumes from 1 February 2020 to 11 August 2020 were calculated based on patient location, including outpatient, inpatient and emergency, as well as modality type, including computed tomography and magnetic resonance imaging. 13 March 2020 was designated as the beginning of the shutdown period for the radiology department and 1 May 2020 was designated as the reopening date. The scan volumes during the pre-shutdown, shutdown and post-shutdown periods were compared using t-tests. RESULTS Overall, neuroimaging scan volumes declined significantly by 41% during the shutdown period and returned to 98% of the pre-shutdown period levels after the shutdown, with an estimated 3231 missed scans. Outpatient scan volumes were more greatly affected than inpatient scan volumes, while emergency scan volumes declined the least during the shutdown. In addition, the magnetic resonance imaging scan volumes declined to a greater degree than the computed tomography scan volumes during the shutdown. CONCLUSION The shutdown from the COVID-19 pandemic had a substantial but transient impact on neuroimaging utilisation overall, with variable magnitude depending on patient location and modality type.;"https://doi.org/10.1177/1971400920988664; https://www.ncbi.nlm.nih.gov/pubmed/33472535/";21/01/2021;BACKGROUND;0.9035
141;Clinical applications of mesenchymal stromal cell-based therapies for pulmonary diseases: An Update and Concise Review;10.7150/ijms.59218;Lung disorders are a leading cause of morbidity and death worldwide. For many disease conditions, no effective and curative treatment options are available. Mesenchymal stromal cell (MSC)-based therapy is one of the cutting-edge topics in medical research today. It offers a novel and promising therapeutic option for various acute and chronic lung diseases due to its potent and broad-ranging immunomodulatory activities, bacterial clearance, tissue regeneration, and proangiogenic and antifibrotic properties, which rely on both cell-to-cell contact and paracrine mechanisms. This review covers the sources and therapeutic potential of MSCs. In particular, a total of 110 MSC-based clinical applications, either completed clinical trials with safety and early efficacy results reported or ongoing worldwide clinical trials of pulmonary diseases, are systematically summarized following preferred reporting items for systematic reviews and meta-analyses (PRISMA) guidelines, including acute/viral pulmonary disease, community-acquired pneumonia (CAP), chronic obstructive pulmonary disease (COPD), bronchopulmonary dysplasia (BPD), interstitial lung diseases (ILD), chronic pulmonary fibrosis, bronchiolitis obliterans syndrome (BOS) and lung cancer. The results of recent clinical studies suggest that MSCs are a promising therapeutic approach for the treatment of lung diseases. Nevertheless, large-scale clinical trials and evaluation of long-term effects are necessary in further studies.;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8241779/;01/06/2021;chronic obstructive pulmonary disease;0.91
142;An emm-type specific qPCR to track bacterial load during experimental human Streptococcus pyogenes pharyngitis;10.1186/s12879-021-06173-w;BACKGROUND: Streptococcus pyogenes causes a profound global burden of morbidity and mortality across its diverse clinical spectrum. To support a new controlled human infection (challenge) model seeking to accelerate S. pyogenes vaccine development, we aimed to develop an accurate and reliable molecular method for quantifying bacterial load from pharyngeal swabs collected during experimental human pharyngitis. METHODS: Combined sequential RNA+DNA extraction from throat swabs was compared to traditional separate RNA-only and DNA-only extractions. An emm-type specific qPCR was developed to detect the emm75 challenge strain. Results from the qPCR were compared to culture, using throat swab samples collected in a human challenge study. RESULTS: The qPCR was 100% specific for the emm75 challenge strain when tested against a panel of S. pyogenes emm-types and other respiratory pathogens. Combined RNA+ DNA extraction had similar yield to traditional separate extractions. The combined extraction method and emm75 qPCR had 98.8% sensitivity compared to culture for throat swabs collected from challenge study participants. CONCLUSIONS: We have developed a reliable molecular method for measuring S. pyogenes bacterial load from throat swabs collected in a controlled human infection model of S. pyogenes pharyngitis. TRIAL REGISTRATION: NCT03361163 on 4th December 2017. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1186/s12879-021-06173-w.;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8138111/;21/05/2021;Streptococcus pyogenes;0.922
143;Coping strategies and mental health during COVID-19 lockdown.;10.1080/09638237.2021.1875412;BACKGROUND COVID-19 pandemic lockdown measures changed the everyday lives of people around the world. AIMS To evaluate the effects of different coping strategies on mental health during COVID-19 lockdown. METHODS A representative sample for Austria was recruited through Qualtrics® in a period of 4 weeks after the lockdown started. Measurements were coping inventory (SCI), psychological quality of life (WHO-QOL BREF, psychological domain), well-being (WHO-5), depression (PHQ-9), anxiety (GAD-7), stress (PSS-10), and insomnia (ISI). Regression analyses were performed with coping strategies as predictors and mental health measures as dependent variables. RESULTS The representative sample included N = 1,005 respondents (52.7% women). Positive thinking, active stress coping and social support were found to be positive predictors for psychological life quality, well-being, and negative predictors for perceived stress, depression, anxiety, and insomnia. Alcohol and cigarette consumption was a negative predictor for psychological life quality, and well-being, and a positive predictor for perceived stress, depression, anxiety, and insomnia. Support in faith was a positive predictor for perceived stress, depression, anxiety, and insomnia. CONCLUSIONS Coping strategies are significant predictors for mental health measures. Education about positive thinking, active coping, and social support could be beneficial for dealing with a decrease in mental health due to COVID-19 pandemic.;"https://doi.org/10.1080/09638237.2021.1875412; https://www.ncbi.nlm.nih.gov/pubmed/33502917/";27/01/2021;BACKGROUND;0.9572
144;Comparison of prolene and progrip meshes in inguinal hernia repair in terms of post-operative pain, limitation of movement and quality of life.;10.5578/turkjsurg.4451;Objectives The study aimed to compare the techniques applying prolene mesh and progrip-self fixating mesh in terms of post-operative pain, limitation of movement and quality of life. Material and Methods The study was conducted from November 2014 to January 2016 in Department of Surgery, Manisa Celal Bayar University Hospital. The study recruited 50 male patients, aged 18 and over and was carried out as a double blinded procedure. Twenty-five patients were randomly selected to receive hernia repair by progrip self-fixating mesh and 25 patients were treated with hernia repair with suture fixation method by using prolene grafts, and patients' pain follow-up was performed with face-to-face or telephone interviews with VAS (Visual Analogue Scale) and return to daily routine activities were evaluated with SF-36 (Short Form-36) quality of life scale. Recurrent hernias and emergency cases were excluded. Results The pain scores were lower and a statistically significant difference was achieved in patients in whom progrip self-fixating mesh was used in the early postoperative period. Both methods gave statistically similar results in terms of pain and quality of life. Conclusion In the literature, there are some evidence that the repair applied with progrip self-fixating graft has more positive outcomes compared to the repairs applied with suture fixation. It is concluded that there is a need for longer follow-ups and larger series of cases in order to achieve a definite result.;"https://doi.org/10.5578/turkjsurg.4451; https://www.ncbi.nlm.nih.gov/pubmed/32637875/";01/03/2020;Visual Analogue Scale;0.9753
145;Issues of context and design in OER (open educational resources);10.1007/s11423-020-09852-8;"The study conducted by Hilton (2016) focused on open educational resources (OER) by analyzing the findings of 16 studies that investigated (a) the influence of OER on academic learning outcomes at the tertiary context, and (b) students’ and instructors’ perceptions of OER in their teaching and learning contexts. Hilton’s analysis of the findings of these studies indicated two major findings: (1) when students use OER, they obtain the same learning outcomes as with traditional textbooks while saving money; and (2) both students and teachers find OER comparable to traditional learning resources in terms of quality. Several advantages of OER were also revealed. These included low or no cost of OER, perceived ease of reading and access, their ability to provide the same learning outcomes as traditional materials, and students’ and instructors’ positive perceptions. By indicating the role of OER in obtaining the same or similar learning, the study has also suggested that OER be considered useful sources for classes and also a valid replacement for commercial textbooks. However, we also need to consider the context where OER will be used and how OER are designed and used in this context since these two determine whether OER will work and suffice. This article considers the contextual factors and design of OER, and the limitations of Hilton’s work in addition to several ideas and suggestions for further research regarding OER in online and face-to-face instruction.";"https://doi.org/10.1007/s11423-020-09852-8; https://www.ncbi.nlm.nih.gov/pubmed/33250612/";23/11/2020;open educational resources;0.9432
146;Increased risk of rhinovirus infection in children during the coronavirus disease‐19 pandemic;10.1111/irv.12854;"BACKGROUND: Coronavirus disease (COVID‐19), which is caused by severe acute respiratory syndrome coronavirus 2 (SARS‐CoV‐2), was first detected in Japan in January 2020 and has spread throughout the country. Previous studies have reported that viral interference among influenza virus, rhinovirus, and other respiratory viruses can affect viral infections at the host and population level. METHODS: To investigate the impact of COVID‐19 on influenza and other respiratory virus infections, we analyzed clinical specimens collected from 2244 patients in Japan with respiratory diseases between January 2018 and September 2020. RESULTS: The frequency of influenza and other respiratory viruses (coxsackievirus A and B; echovirus; enterovirus; human coronavirus 229E, HKU1, NL63, and OC43; human metapneumovirus; human parainfluenza virus 1, 2, 3, and 4; human parechovirus; human respiratory syncytial virus; human adenovirus; human bocavirus; human parvovirus B19; herpes simplex virus type 1; and varicella‐zoster virus) was appreciably reduced among all patients during the COVID‐19 pandemic except for that of rhinovirus in children younger than 10 years, which was appreciably increased. COVID‐19 has not spread among this age group, suggesting an increased risk of rhinovirus infection in children. CONCLUSIONS: Rhinovirus infections should be continuously monitored to understand their increased risk during the COVID‐19 pandemic and viral interference with SARS‐CoV‐2.";"https://doi.org/10.1111/irv.12854; https://www.ncbi.nlm.nih.gov/pubmed/33715290/";14/03/2021;Coronavirus disease;0.9818
147;Vulnerability and resiliency implications of human capital and linked inequality presence denial perspectives: Acknowledging Zigler's contributions to child well-being.;10.1017/s0954579420001893;"Edward Zigler's groundbreaking research on child development resulted in the historic Head Start program. It is useful to examine the theoretical implications of his work by applying a human development theoretical perspective. Phenomenological variant of ecological systems theory (PVEST) is a strengths-based theoretical framework that engages the variability of resource access and coping strategies that promote positive identity development for diverse children. While skill acquisition is a key focus of human capital theory's engagement of early childhood needs, this article highlights the on-going status of human vulnerability that undergirds identity development over the life course. The authors note that ""inequality presence denial"" combines with high-risk contexts, framed by geography and psychohistoric moments (e.g., The Great Recession, COVID-19), to alter diverse children's developmental pathways. The acknowledgement of ""morbid risk"" motivates the urgency for research that builds upon Zigler's innovations and privileges human development imperatives. The case study explores these concepts by examining the challenges and assets available to mothers in a low-income community. The article's closing notes developments in the field of economics that ameliorate human capital theory's conceptual limitations, underscoring human development's theoretical strength in motivating research and policies that are maximally responsive to children's positive identity development.";"https://doi.org/10.1017/s0954579420001893; https://www.ncbi.nlm.nih.gov/pubmed/33752765/";23/03/2021;The Great Recession;0.9905
148;Curative anticoagulation prevents endothelial lesion in COVID‐19 patients;10.1111/jth.14968;"BACKGROUND: Coronavirus disease‐2019 (COVID‐19) has been associated with cardiovascular complications and coagulation disorders. OBJECTIVES: To explore the coagulopathy and endothelial dysfunction in COVID‐19 patients. METHODS: Study analyzed clinical and biological profiles of patients with suspected COVID‐19 infection at admission, including hemostasis tests and quantification of circulating endothelial cells (CECs). RESULTS: Among 96 consecutive COVID‐19‐suspected patients fulfilling criteria for hospitalization, 66 were tested positive for SARS‐CoV‐2. COVID‐19 positive patients were more likely to present with fever (p=0.02), cough (p=0.03) and pneumonia at CT‐scan (p=0.002) at admission. Prevalence of D‐dimer >500 ng/mL was higher in COVID‐19 positive patients (74.2% vs. 43.3%; p=0.007). No sign of disseminated intravascular coagulation were identified. Adding D‐dimers >500 ng/mL to gender and pneumonia at CT scan in ROC curve analysis significantly increased AUC for COVID‐19 diagnosis. COVID‐19 positive patients had significantly more CECs at admission (p=0.008) than COVID‐19 negative ones. COVID‐19 positive patients treated with curative anticoagulant prior to admission had less CECs (p=0.02) than those without. Interestingly, patients treated with curative anticoagulation and ACEi or ARBs had even lesser CECs (p=0.007). CONCLUSION: Curative anticoagulation could prevent COVID‐19‐associated coagulopathy and endothelial lesion.";"https://doi.org/10.1111/jth.14968; https://www.ncbi.nlm.nih.gov/pubmed/32558198/";18/06/2020;Coronavirus disease‐2019;0.9054
149;Opportunistic physiology: inserting physiology and pathophysiology content into virtually delivered clinical rotations;10.1152/advan.00113.2020;It is important to reinforce physiology and pathophysiology concepts during clinical rotations, which traditionally occur after the foundational sciences in the US medical school system. We took an opportunistic approach when the COVID-19 pandemic forced our content into virtual delivery mode, as clinical medical education required a shift to nonpatient contact. We describe our experience in building a 2-wk course that consisted of online small groups during week 1 and panels and cases during week 2. The physiology content involved faculty-vetted resources, along with both discrete and open-ended focus questions for each learning objective. The course also included mechanical ventilation, and the physiologist utilized discussion points and developed a formative quiz to emphasize the physiology correlates, in addition to the very clinical aspects of mechanical ventilation. There were pathophysiology opportunities with pneumonia, acute respiratory distress syndrome, systemic inflammatory response syndrome, and multiple-organ system dysfunction among the clinical correlates. Review and recall of the foundational sciences occurred, allowing links between the pre-clerkship and clerkship years that were previously undiscovered in our institution. This virtually delivered medical curriculum related to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and COVID-19 is timely, carries high student interest, and can benefit medical students and the communities they serve.;"https://doi.org/10.1152/advan.00113.2020; https://www.ncbi.nlm.nih.gov/pubmed/32880484/";01/12/2020;timely;0.9361
150;[ORGANIZATION OF MEDICAL CARE FOR ELDERLY PATIENTS UNDER THE CONDITIONS OF THE COVID-19 PANDEMIC].;10.32687/0869-866x-2020-28-s2-1081-1086;The first report of the new coronavirus infection (COVID-19) appeared at the end of December 2019 and in March,2020 the World Health Organization announced COVID-19 a pandemic. The steady number of newly detected cases increase predetermined the modernization of the global healthcare system, shifting the paradigm of fighting with the COVID-19 pandemic towards maximum resource conservation. The change in the medical care provision for infectious patient's approach led first to a gradual decrease, and then to a complete cessation of planned surgical treatment, outpatient examinations, as well as observation of high-risk patients, which primarily include elderly patients. As a result of this, the key objective of this systematic review was to analyze sources of existing practice of providing urological care to patients of the older age group in the context of the COVID-19 pandemic. In accordance with the search for the keywords, the study reflects world and its own experience of MSMSU Urology Department in the treatment of age-related patients in the current epidemiological situation. The analysis showed that infectious complications from the urinary system take a leading position among the common complications inherent in elderly patients with COVID-19. The development of catheter-associated infection, the occurrence of antibiotic-resistant forms of bacteria, asymptomatic bacteriuria are only a small part of the problems clinicians have to face in newly profiled departments.;"https://doi.org/10.32687/0869-866x-2020-28-s2-1081-1086; https://www.ncbi.nlm.nih.gov/pubmed/33219762/";01/10/2020;coronavirus infection;0.9228
151;Trends and Characteristics of Emergency Medical Services in Italy: A 5-Years Population-Based Registry Analysis;10.3390/healthcare8040551;"Background: Emergency Medical Services (EMS) plays a fundamental role in providing good quality healthcare services to citizens, as they are the first responders in distressing situations. Few studies have used available EMS data to investigate EMS call characteristics and subsequent responses. Methods: Data were extracted from the emergency registry for the period 2013–2017. This included call and rescue vehicle dispatch information. All relationships in analyses and differences in events proportion between 2013 and 2017 were tested against the Pearson’s Chi-Square with a 99% level of confidence. Results: Among the 2,120,838 emergency calls, operators dispatched at least one rescue vehicle for 1,494,855. There was an estimated overall incidence of 96 emergency calls and 75 rescue vehicles dispatched per 1000 inhabitants per year. Most calls were made by private citizens, during the daytime, and were made from home (63.8%); 31% of rescue vehicle dispatches were advanced emergency medical vehicles. The highest number of rescue vehicle dispatches ended at the emergency department (74.7%). Conclusions: Our data showed that, with some exception due to environmental differences, the highest proportion of incoming emergency calls is not acute or urgent and could be more effectively managed in other settings than in an Emergency Departments (ED). Better management of dispatch can reduce crowding and save hospital emergency departments time, personnel, and health system costs.";"https://www.ncbi.nlm.nih.gov/pubmed/33322302/; https://doi.org/10.3390/healthcare8040551";11/12/2020;Emergency Departments;0.9431
152;The Impact and Control of Emerging and Re-Emerging Viral Diseases in the Environment: An African Perspective;10.1007/978-3-030-35296-7_7;Emerging viral infections (EVI), and re-emergent variants of existing ones, are a growing threat to public health worldwide with outbreaks occurring sporadically especially in Africa associated with significant adverse ecological, socioeconomic and public health implications. These pathogens have devised evolved environmental adaptations, including the possession of genomic resistance mutations. Haemorrhagic fever viruses like Ebola, Marburg and Lassa fever viruses and respiratory pathogens like the avian and human influenza severe acute respiratory syndrome (SARS) and Middle East respiratory syndrome (MERS) viruses, most from zoonotic reservoirs, may significantly increase morbidity and mortality in the human population in the nearest future. Likewise, vector-borne zoonotic viral diseases including Rift Valley fever, yellow fever, dengue, chikungunya and West Nile, transmitted by arthropods from animal reservoirs, occur frequently in the tropics, exhibiting previously unseen patterns of infection and spread. These patterns are facilitated by many intrinsic factors like mutated sites in the viral genome, and external factors including urbanization, displacement, human migration and climate change. Emerging viruses can easily cross boundaries and pose severe threats to the human populations in new geographical areas. Here, we outline the features of common emergent viruses and factors facilitating their emergence, effects, control and sustained management in the environment.;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7120784/;05/02/2020;Emerging viral infections;0.9948
153;Seroprevalence of SARS-CoV-2 antibody among healthcare workers in a university hospital in Mallorca, Spain, during the first wave of COVID-19 pandemic;10.1016/j.ijid.2021.02.104;"Objective To estimate the SARS-CoV-2 antibody seroprevalence in HCWs at a secondary hospital in Mallorca, Spain. Methods All HCWs received an e-mail inviting them to take part in the study. Participants had a nasopharyngeal swab test performed for reverse transcription quantitative polymerase chain reaction (RT-qPCR) and serological tests to detect SARS-CoV-2 antibodies (primary study). Additionally, they were invited to complete a questionnaire on their exposure to COVID-19 individuals and their COVID-19-related symptoms (secondary study). Prevalence of antibodies (IgG, IgM or both) and 95% confidence intervals (CIs) were calculated. Results Seventy nine percent of the hospitalʼs HCWs (N = 2210) took part in the primary study. Antibodies were detected in 61 participants, a prevalence of 2.8% (95% CI: 2.5-3.1). The prevalence was slightly higher in nurses (3.4%), registrars (3.9%), and wardens (3.4%). Thirty nine percent of the primary study participants completed the secondary study questionnaire. Those with positive antibody test results had been in closer contact with COVID-19 individuals (60% vs 92%; p < 0.001). Conclusion After the first wave of the COVID-19 pandemic in Spain, the seroprevalence of SARS-CoV-2 antibodies in our secondary hospital HCWs was around 2.8%, which is slightly higher than the seroprevalence in the general population in our region. We believe it would be advisable to perform further seroprevalence studies during the second wave of the epidemic.";"https://doi.org/10.1016/j.ijid.2021.02.104; https://api.elsevier.com/content/article/pii/S1201971221001909; https://www.sciencedirect.com/science/article/pii/S1201971221001909?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/33647507/";27/02/2021;secondary study;0.9394
154;SARS-CoV-2 Entry Protein TMPRSS2 and Its Homologue, TMPRSS4 Adopts Structural Fold Similar to Blood Coagulation and Complement Pathway Related Proteins;10.1101/2021.04.26.441280;The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) utilizes TMPRSS2 receptor to enter target human cells and subsequently causes coronavirus disease 19 (COVID-19). TMPRSS2 belongs to the type II serine proteases of subfamily TMPRSS, which is characterized by the presence of the serine-protease domain. TMPRSS4 is another TMPRSS member, which has a domain architecture similar to TMPRSS2. TMPRSS2 and TMPRSS4 have been shown to be involved in SARS-CoV-2 infection. However, their normal physiological roles have not been explored in detail. In this study, we analyzed the amino acid sequences and predicted 3D structures of TMPRSS2 and TMPRSS4 to understand their functional aspects at the protein domain level. Our results suggest that these proteins are likely to have common functions based on their conserved domain organization. Furthermore, we show that the predicted 3D structure of their serine protease domain has significant similarity to that of plasminogen which dissolves blood clot, and of other blood coagulation related proteins. Additionally, molecular docking analyses of inhibitors of four blood coagulation and anticoagulation factors show the same high specificity to TMPRSS2 and TMPRSS4 3D structures. Hence, our observations are consistent with the blood coagulopathy observed in COVID-19 patients and their predicted functions based on the sequence and structural analyses offer avenues to understand better and explore therapeutic approaches for this disease.;https://doi.org/10.1101/2021.04.26.441280;26/04/2021;coronavirus disease 19;0.9146
